,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Cenpv,8.88E-26,0.255188366,0.779,0.166,2.76E-21
Glg1,9.07E-26,0.336622391,0.783,0.171,2.82E-21
Tgoln1,1.24E-25,0.33595704,0.774,0.171,3.84E-21
Taf5,1.28E-25,0.29139592,0.889,0.235,3.98E-21
Timm9,1.35E-25,0.28280038,0.787,0.155,4.18E-21
Ptp4a2,1.50E-25,0.424339404,0.787,0.193,4.65E-21
Mon2,1.70E-25,0.262491563,0.681,0.102,5.28E-21
Rock2,1.84E-25,0.339158727,0.796,0.193,5.71E-21
Kidins220,1.98E-25,0.283648145,0.562,0.048,6.14E-21
Ccni,2.35E-25,0.270333623,0.838,0.203,7.30E-21
Ep400,2.94E-25,0.325305011,0.911,0.246,9.12E-21
Taok2,2.95E-25,0.250809419,0.502,0.021,9.17E-21
Tet3,2.99E-25,0.312037675,0.566,0.053,9.27E-21
Tmem259,3.73E-25,0.253834638,0.579,0.059,1.16E-20
Dnajb4,3.84E-25,0.27102778,0.634,0.086,1.19E-20
Arglu1,4.02E-25,0.433321606,0.966,0.374,1.25E-20
Cnot6l,4.46E-25,0.270667427,0.723,0.134,1.38E-20
Dopey1,5.28E-25,0.410980343,0.706,0.139,1.64E-20
Brd3,5.57E-25,0.258531943,0.8,0.182,1.73E-20
Ggnbp2,5.78E-25,0.386429047,0.923,0.267,1.79E-20
Irf3,6.55E-25,0.324546633,0.655,0.102,2.03E-20
Ube2q2,6.74E-25,0.280584328,0.774,0.171,2.09E-20
Smc1a,6.85E-25,0.256706712,0.821,0.203,2.13E-20
Ap3b1,7.04E-25,0.269019198,0.694,0.118,2.18E-20
Satb1,7.12E-25,0.294146672,0.583,0.059,2.21E-20
Efcab14,7.59E-25,0.285456553,0.736,0.15,2.36E-20
Fam126b,8.60E-25,0.294314123,0.655,0.091,2.67E-20
Gpcpd1,9.86E-25,0.258160495,0.63,0.086,3.06E-20
Exosc10,1.02E-24,0.298447401,0.604,0.075,3.16E-20
Nrf1,1.16E-24,0.297369732,0.643,0.091,3.61E-20
Phc3,1.24E-24,0.30213553,0.464,0.011,3.86E-20
Aaas,1.29E-24,0.253151644,0.672,0.102,4.00E-20
Plagl2,1.36E-24,0.254876069,0.477,0.016,4.24E-20
Hnrnpr,1.37E-24,0.47455266,0.932,0.321,4.27E-20
Zmym5,1.60E-24,0.334790416,0.872,0.219,4.96E-20
Rfx7,1.66E-24,0.272227471,0.621,0.08,5.15E-20
Zfp318,1.79E-24,0.252551431,0.911,0.262,5.55E-20
Aebp2,1.86E-24,0.270691962,0.583,0.064,5.76E-20
Eefsec,1.89E-24,0.274780615,0.66,0.102,5.87E-20
Rab11fip2,1.98E-24,0.263252503,0.834,0.214,6.15E-20
Gigyf2,2.05E-24,0.286280913,0.881,0.241,6.38E-20
