"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Zfp329",4.55194059073993e-07,-0.342875926817547,0.478,0.915,0.0141351411164247
"Ccnt2",4.63380026014113e-07,-0.271650244119738,0.478,0.915,0.0143893399478163
"Yeats4",4.741003993986e-07,-0.308667837785847,0.489,0.873,0.0147222397025247
"Ralgps2",4.82132037468679e-07,-0.323150598995663,0.576,0.93,0.0149716461595149
"Pak1",4.85828374783506e-07,-0.272369334463746,0.446,0.859,0.0150864285221522
"Rbpms2",4.87620028224841e-07,-0.318167935674644,0.848,0.972,0.015142064736466
"Copa",4.98926155819879e-07,-0.324672982742657,0.761,0.972,0.0154931539166747
"Tcn2",4.9995519655049e-07,0.330318673384596,0.348,0.028,0.0155251087184824
"Luzp1",5.00291381849325e-07,-0.38307059296944,0.707,0.915,0.0155355482805671
"Ahsa1",5.11382343846191e-07,0.429272002362431,0.783,0.704,0.0158799559234558
"Rbm33",5.15559822031172e-07,-0.322663067666882,0.5,0.887,0.016009679153534
"Mageb4",5.18038290170699e-07,0.466376227389962,0.641,0.38,0.0160866430246707
"Krit1",5.25819687442314e-07,-0.327741011955452,0.815,0.958,0.0163282787541462
"Serbp1",5.29296478220641e-07,0.342171999713556,0.989,0.972,0.0164362435381856
"Mbd3",5.33167815177015e-07,0.401274962372735,0.815,0.732,0.0165564601646918
"H1fx",5.40535978821779e-07,-0.541804263313107,0.902,0.958,0.0167852637503527
"Prrc2a",5.69526218529055e-07,-0.297827189243431,0.696,0.915,0.0176854976639827
"Grb10",5.76477424330969e-07,-0.250855637868698,0.185,0.606,0.0179013534577496
"Galnt1",5.81665895653177e-07,-0.278049265404324,0.348,0.789,0.0180624710577181
"Ndufb4",5.86237598654665e-07,0.317376721050419,0.935,0.958,0.0182044361510233
"Pin1",5.90090737734388e-07,0.430661558420026,0.815,0.718,0.0183240876788659
"Ivns1abp",6.02641247700662e-07,-0.288904278074598,0.359,0.803,0.0187138186648487
"Pdik1l",6.18466899111269e-07,-0.256284159083768,0.304,0.746,0.0192052526181022
"Ly6k",6.23094142422866e-07,0.466436460474742,0.598,0.324,0.0193489424046572
"Mpp5",6.26876885574554e-07,-0.339871312835179,0.424,0.817,0.0194664079277466
"Eif1",6.51803818999454e-07,0.291711974584512,1,1,0.0202404639913901
"Pds5a",6.64241131458938e-07,-0.31980415060738,0.554,0.915,0.0206266798551944
"Pomp",6.72077466225778e-07,0.357979903168834,0.946,0.915,0.0208700215587091
"Odc1",6.74288383910954e-07,-0.3206806134144,0.957,0.972,0.0209386771855869
"Snrpa",6.80931201466915e-07,0.386561598860198,0.707,0.493,0.0211449565991521
"Atp6v0b",6.90370935961945e-07,0.342553312195167,0.946,0.93,0.0214380886744263
"Myom3",6.91358438246484e-07,0.337237921042111,0.5,0.169,0.0214687535828681
"C2cd5",6.93921447216328e-07,-0.316640202593345,0.293,0.69,0.0215483427004086
"Rnf219",7.16865821458552e-07,-0.295134256077608,0.326,0.775,0.0222608343537524
"Ndufa8",7.21791839061761e-07,0.302307911786172,0.957,0.944,0.0224138019783849
"Cep162",7.79343783308599e-07,-0.361586712684398,0.522,0.845,0.0242009625030819
"Adrm1",7.99632139049446e-07,0.368084367575541,0.826,0.761,0.0248309768139024
"Rnf149",8.07051911659466e-07,-0.28892219518116,0.565,0.958,0.0250613830127614
"Ap3d1",8.07051911659466e-07,-0.387787096669961,0.587,0.93,0.0250613830127614
"2700049A03Rik",8.22968444866222e-07,-0.303128660121773,0.283,0.718,0.0255556391184308
"Rbm28",8.24281325073785e-07,-0.341555388351254,0.63,0.944,0.0255964079875162
"Dmxl2",8.2786932526354e-07,-0.294012192382958,0.457,0.845,0.0257078261574087
"Rad54l2",8.29234529610804e-07,-0.273231097823161,0.38,0.817,0.0257502198480043
"Vkorc1",8.31930407043412e-07,0.443370649105988,0.739,0.535,0.0258339349299191
"Kif4",8.49170916941418e-07,-0.29484597259166,0.359,0.803,0.0263693044837818
"Gm17018",8.57614501053986e-07,0.380176132621647,0.565,0.282,0.0266315031012294
"Zfp800",8.86659906962841e-07,-0.338363401824022,0.598,0.873,0.0275334500909171
"Baiap2",9.0255283061987e-07,-0.27130298636229,0.315,0.775,0.0280269730492388
"Trim24",9.03555071152825e-07,-0.334580626904087,0.446,0.831,0.0280580956245087
"Rfx7",9.10377955160279e-07,-0.306033696900998,0.467,0.901,0.0282699666415922
"Thoc1",9.34598976866956e-07,-0.28284480068868,0.457,0.859,0.0290221020286496
"Pet100",9.41657532660787e-07,0.359900883554327,0.859,0.887,0.0292412913617154
"Polr2i",9.45091300579687e-07,0.392451305537998,0.87,0.887,0.029347920156901
"Ift52",9.52460667157731e-07,-0.253195124034642,0.413,0.873,0.029576761097249
"Sec61a2",9.64594885135262e-07,-0.296595037479342,0.685,0.93,0.0299535649681053
"Tfdp2",9.65150558962153e-07,-0.253098863227562,0.435,0.901,0.0299708203074517
"Irf2bpl",9.71599119695727e-07,0.369025243956948,0.489,0.183,0.0301710674639114
"Ddx42",9.81088133660004e-07,-0.299752105501701,0.804,0.986,0.0304657298145441
"Vcpip1",9.81606660176533e-07,-0.350162752256064,0.424,0.831,0.0304818316184619
"Zc3h8",1.00349443264764e-06,-0.293134094989421,0.424,0.817,0.0311615126170072
"Cs",1.00452874597774e-06,-0.260522734183269,0.435,0.859,0.0311936311488468
"Ubp1",1.00619331318196e-06,-0.255023631548744,0.359,0.831,0.0312453209542393
"Asz1",1.01506534178489e-06,0.314969616386385,0.891,0.873,0.0315208240584463
"Eif3j1",1.01562721720387e-06,0.394645764874139,0.967,0.915,0.0315382719758318
"Spata7",1.02524330517313e-06,-0.286503183490875,0.272,0.718,0.0318368803555413
"Smarcd3",1.02748480251487e-06,0.343510633820775,0.446,0.141,0.0319064855724943
"Nol4l",1.03363020195898e-06,-0.250125511882976,0.228,0.648,0.0320973186614323
"Tm9sf3",1.06176162004499e-06,-0.30421006955838,0.467,0.887,0.032970883587257
"Snf8",1.06752517132748e-06,0.386221434960449,0.902,0.901,0.0331498591452324
"Serf2",1.07091428216767e-06,-0.319413045119743,0.989,1,0.0332551012041525
"Fam193b",1.11500854776434e-06,-0.251149745799361,0.413,0.831,0.0346243604337262
"Sp3os",1.12321226037051e-06,0.370205890450772,0.859,0.789,0.0348791103212854
"Zmpste24",1.1241589132194e-06,-0.279406242952246,0.272,0.718,0.034908506732202
"Jak1",1.13592233922537e-06,-0.320772349798874,0.62,0.972,0.0352737963999655
"Plekha8",1.14472355910536e-06,-0.347680354764366,0.413,0.831,0.0355471006808989
"Uimc1",1.14634902378137e-06,-0.268659881113175,0.609,0.958,0.035597576235483
"Igf2r",1.15063088645686e-06,-0.31836519106982,0.478,0.887,0.0357305409171449
"Crebrf",1.17239934321314e-06,-0.34690016651635,0.543,0.915,0.0364065168047977
"Cux1",1.17526693446146e-06,-0.313012830666876,0.435,0.859,0.0364955641158316
"Kmt5b",1.1784653797474e-06,-0.34269583952189,0.576,0.915,0.036594885437296
"Trappc2l",1.18365961784458e-06,0.463151213852084,0.804,0.845,0.0367561821129278
"Cdkl3",1.19142456945368e-06,-0.285803908237484,0.37,0.789,0.0369973071552452
"Alad",1.20161119420264e-06,0.387754645197729,0.5,0.211,0.0373136324135747
"Wdr11",1.20634703290372e-06,-0.274457366610682,0.337,0.789,0.0374606944127592
"Myl12a",1.22638110816189e-06,0.410055066971034,0.804,0.817,0.0380828125517513
"Dync2li1",1.24554051707322e-06,0.384550981601444,0.75,0.563,0.0386777696766746
"Zbtb10",1.26124280562796e-06,-0.297817601842783,0.348,0.775,0.0391653728431649
"Atad2b",1.27333438118849e-06,-0.324598555157401,0.391,0.775,0.0395408525390463
"Lsm2",1.2879482419385e-06,0.301176734779088,0.935,0.972,0.0399946567569162
"Cbx3",1.29466344123375e-06,0.402867095087421,0.87,0.859,0.0402031838406317
"Ubxn2a",1.30040010781164e-06,-0.320723584392606,0.435,0.887,0.040381324547875
