"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Mbl2",1.0239568449492e-19,0.759786283935657,0.958,0.326,3.17969319062075e-15
"Gm13269",1.21822710356708e-19,-1.14954354273954,0.472,0.891,3.78296062470684e-15
"Ube2i",1.2562462770674e-19,0.58367649299688,1,0.989,3.9010215641774e-15
"Ube2c",1.5349144430663e-19,1.16961448047134,0.972,0.598,4.76636982005377e-15
"Stfa1",1.54775218697846e-19,0.343346913373784,0.708,0.022,4.80623486622422e-15
"Gm11808",1.70147819534046e-19,-0.789434036817526,0.986,1,5.28360023999072e-15
"Akap12",1.73991781727009e-19,0.562181594921189,0.778,0.065,5.40296679796881e-15
"Ckb",1.76185038394081e-19,1.20148905953042,0.931,0.283,5.47107399725141e-15
"Necap2",1.77541595444807e-19,0.542390716757335,0.847,0.12,5.5131991633476e-15
"Ssbp1",2.07698849100234e-19,0.679608591832115,1,0.88,6.44967236110956e-15
"Ndrg4",2.13614551929501e-19,0.468347368870769,0.681,0.011,6.63337268106679e-15
"Amdhd2",2.57048268304599e-19,0.326307049578652,0.681,0.011,7.98211987566273e-15
"Camp",2.6142701641791e-19,0.415837851215768,0.764,0.043,8.11809314082536e-15
"Zrsr2",2.84248544407864e-19,0.637673646554543,1,0.978,8.82677004949739e-15
"Rplp0",2.92948606184778e-19,-0.546560863816417,0.986,1,9.09693306785591e-15
"Map3k5",3.39458242240262e-19,0.457695918296748,0.722,0.033,1.05411967962868e-14
"Rpl10",3.40460140014301e-19,-0.66390896834743,1,1,1.05723087278641e-14
"Tyms",3.63468029372793e-19,0.552790796739148,0.861,0.152,1.12867727161133e-14
"Sept7",3.83562646838506e-19,0.776772001824665,0.986,0.848,1.19107708722761e-14
"Uqcrq",4.86311173534279e-19,0.797431119312227,0.986,0.935,1.510142087176e-14
"Ccdc186",5.65315129898228e-19,0.720317278928521,0.958,0.38,1.75547307287297e-14
"Rab3d",6.16307775927791e-19,0.572702543333377,0.667,0.011,1.91382053658857e-14
"Hnrnpdl",6.1793254170923e-19,0.769270030108212,1,0.793,1.91886592176967e-14
"Olah",6.65585290131777e-19,0.331871931728069,0.694,0.022,2.06684200144621e-14
"Pabpc1",6.67300562993156e-19,-0.763761667518729,0.986,0.989,2.07216843826265e-14
"Nipsnap1",8.26247194470162e-19,0.363276490016016,0.694,0.022,2.56574541298819e-14
"Tk2",8.81846459599066e-19,0.417092370262806,0.875,0.12,2.73839781099298e-14
"Sec11c",1.04084287832136e-18,0.752259231527416,0.972,0.511,3.23212939005133e-14
"Gja4",1.08949973150529e-18,0.417892034807873,0.653,0.011,3.38322351624338e-14
"Flot1",1.11985359994002e-18,0.547356819178941,0.806,0.087,3.47748138389374e-14
"Cdc42",1.12160497460935e-18,0.730539859077963,0.986,0.848,3.48291992765441e-14
"Rpl36a",1.15578262253001e-18,-0.641075421804229,1,1,3.58905177774245e-14
"Rpl7",1.19048463849311e-18,-0.435452797499411,1,1,3.69681194791267e-14
"Ift43",1.46105075510449e-18,0.748377991187395,0.889,0.272,4.53700090982596e-14
"Adss",1.62193989824361e-18,0.777327542798517,1,0.587,5.03660996601587e-14
"Maoa",1.77446212942773e-18,-0.994171636746839,0.5,0.902,5.51023725051194e-14
"Scand1",1.79760813618658e-18,0.626143267138055,0.958,0.457,5.58211254530019e-14
"Pop5",1.79883424964954e-18,0.643980379621289,0.986,0.848,5.58591999543673e-14
"Lmnb1",1.8778547498464e-18,0.577908062052459,0.931,0.228,5.83130235469801e-14
"Trim61",2.18708723289418e-18,0.382982682917514,0.653,0.011,6.79156198430628e-14
"Ube2g2",2.54879952643314e-18,0.5472756525116,0.944,0.228,7.91478716943282e-14
"Grm4",2.70756527405982e-18,0.392916428870354,0.625,0,8.40780244553796e-14
"Lmo1",4.05898645864534e-18,0.362054732951659,0.653,0.011,1.26043706500314e-13
"Banf1",4.66993526082842e-18,0.709106453504464,0.986,0.891,1.45015499654505e-13
"Anp32b",4.72236288338656e-18,0.673199421778304,1,0.967,1.46643534617803e-13
"Slc7a11",5.63605074221219e-18,0.384419816506174,0.708,0.043,1.75016283697915e-13
"Psmb3",6.04894466955041e-18,0.745661666478976,0.958,0.707,1.87837878823549e-13
"Pdcd5",6.13269251081043e-18,0.54697259874003,1,0.978,1.90438500538196e-13
"Mlf2",6.280418542433e-18,0.694923318877743,0.986,0.663,1.95025836998172e-13
"Rps4x",6.49870902335514e-18,-0.751968385064883,1,1,2.01804411302247e-13
"Mtss1",6.63649042775089e-18,0.527077299922331,0.819,0.141,2.06082937252948e-13
"Taldo1",7.4914366576989e-18,0.74066620594581,0.944,0.413,2.32631582531524e-13
"Shtn1",7.68379367527782e-18,0.424234357102806,0.708,0.043,2.38604844998402e-13
"Cox5b",8.07166762212275e-18,0.467434018228632,0.986,0.989,2.50649494669778e-13
"Rps19",8.92966775168073e-18,-0.431059614702475,1,1,2.77292972692942e-13
"Usp7",9.06715328984762e-18,0.708253826783901,0.972,0.598,2.81562311109638e-13
"Set",1.10808092077643e-17,0.693445331858144,1,0.87,3.44092368328706e-13
"Akr1b3",1.13825924408006e-17,0.911996333686036,0.958,0.522,3.5346364306418e-13
"Lonrf3",1.22397287967774e-17,0.618759172833279,0.875,0.196,3.8008029832633e-13
"Krtcap3",1.23609649588765e-17,0.479249658850814,0.833,0.141,3.83845044867992e-13
"Bzw1",1.28996800182167e-17,0.588289880227925,1,0.902,4.00573763605682e-13
"Mcrip2",1.31161846222722e-17,0.522604314366669,0.917,0.239,4.0729688107542e-13
"1700067K01Rik",1.33888967269227e-17,0.362829008082792,0.764,0.065,4.1576541006113e-13
"Sub1",1.37439065978802e-17,0.455621923405701,1,1,4.26789531583974e-13
"Ppib",1.38873163280119e-17,0.779353302146025,1,0.859,4.31242833933753e-13
"Tmem97",1.41955490821699e-17,0.659585597909983,0.958,0.446,4.40814385648622e-13
"Cenpx",1.47515460714729e-17,0.747079519213558,0.972,0.641,4.58079760157449e-13
"Srp9",1.72719027570811e-17,0.571636063577604,1,0.957,5.3634439631564e-13
"Hba-a1",1.75872762104781e-17,0.799125334504982,0.986,0.891,5.46137688163975e-13
"Hsbp1",1.8308298870204e-17,0.611812738591408,0.986,0.848,5.68527604816443e-13
"Rpl15",2.05089974654001e-17,-0.40815557767756,1,1,6.3686589829307e-13
"Ttn",2.16341835348318e-17,1.1660500819354,0.792,0.141,6.71806301307133e-13
"Nanos1",2.16622968159866e-17,0.361767878750828,0.792,0.087,6.72679303026833e-13
"Ngp",2.29100500600704e-17,0.371832711603927,0.722,0.054,7.11425784515365e-13
"Zfand2b",2.65702340936476e-17,0.471736812872095,0.847,0.152,8.2508547931004e-13
"Armc1",2.69318644405012e-17,0.718077047423804,0.972,0.641,8.36315186470884e-13
"Rps9",2.96834566384328e-17,-0.458034175038896,0.972,1,9.21760378993253e-13
"Rps16",3.14174991386822e-17,-0.539551415915152,1,1,9.75607600753497e-13
"Got2",3.38760215951425e-17,0.429840589969966,0.917,0.174,1.05195209859396e-12
"Setd4",3.49751552918236e-17,0.82833796748603,0.875,0.261,1.086083497277e-12
"Malat1",3.9402741709072e-17,-0.865416335711843,1,1,1.22357333829181e-12
"Ppp1ca",4.05699021553531e-17,0.596486908308325,1,0.837,1.25981717163018e-12
"Sod1",4.16853457291774e-17,0.606475540587858,0.986,0.978,1.29445504092815e-12
"Spats2",4.35619848334993e-17,0.652676973793605,0.958,0.359,1.35273031503465e-12
"Ccdc112",4.73725631500482e-17,0.499396742932461,0.819,0.152,1.47106020349845e-12
"Thra",5.04956288930472e-17,0.44111666764728,0.806,0.12,1.5680407640158e-12
"Kyat3",5.15397525696606e-17,0.425986598792669,0.681,0.043,1.60046393654567e-12
"Cdv3",5.19423291607839e-17,0.76600099090537,1,0.902,1.61296514742982e-12
"Pinlyp",5.40932306421265e-17,0.324106367686511,0.611,0.011,1.67975709112995e-12
"Txnrd3",5.41336793173524e-17,0.52456627917807,0.903,0.207,1.68101314384174e-12
"Htra1",5.7229752681452e-17,0.40028826001629,0.681,0.054,1.77715551001713e-12
"Rpl32",5.846859749508e-17,-0.355043476819089,1,1,1.81562535801472e-12
"Tspan3",5.87219344655569e-17,0.678217185967918,0.972,0.5,1.82349223095894e-12
"Rnf7",6.49056765051486e-17,0.586914020383627,1,0.783,2.01551597251438e-12
"Polr3k",6.83178673641909e-17,0.588077184523187,0.931,0.272,2.12147473526022e-12
"Neb",7.02604993840062e-17,0.847442669129763,0.917,0.348,2.18179928737154e-12
"Trafd1",7.09500712915718e-17,0.348584773105887,0.708,0.065,2.20321256381718e-12
"Gm15389",7.18960260930601e-17,1.44612884101685,0.583,0,2.2325872982678e-12
